gameid,gamedate,home_teamid,away_teamid,home_win_avg_prev5,away_win_avg_prev5,home_points_avg_prev5,away_points_avg_prev5,home_opponent_points_avg_prev5,away_opponent_points_avg_prev5,home_assists_avg_prev5,away_assists_avg_prev5,home_blocks_avg_prev5,away_blocks_avg_prev5,home_steals_avg_prev5,away_steals_avg_prev5,home_fieldgoalsattempted_avg_prev5,away_fieldgoalsattempted_avg_prev5,home_fieldgoalspercentage_avg_prev5,away_fieldgoalspercentage_avg_prev5,home_threepointersattempted_avg_prev5,away_threepointersattempted_avg_prev5,home_threepointerspercentage_avg_prev5,away_threepointerspercentage_avg_prev5,home_freethrowsattempted_avg_prev5,away_freethrowsattempted_avg_prev5,home_freethrowspercentage_avg_prev5,away_freethrowspercentage_avg_prev5,home_reboundstotal_avg_prev5,away_reboundstotal_avg_prev5,home_foulspersonal_avg_prev5,away_foulspersonal_avg_prev5,home_turnovers_avg_prev5,away_turnovers_avg_prev5
22300235,2023-11-22,1610612759,1610612746,0,0.2,110,109.6,121.6,113,29.2,23,6.6,3.4,5.6,10,89.6,86.6,0.4526,0.45640000000000003,38.4,32,0.368,0.32859999999999995,18.8,22.8,0.777,0.9038,43.8,44.4,21.6,18.2,15.4,14
22300230,2023-11-22,1610612754,1610612761,0.6,0.4,130.4,110,121.2,117.8,29.2,28,5.8,4,8.8,8,95.2,88.2,0.49960000000000004,0.46440000000000003,40.6,35.4,0.40140000000000003,0.3658,22,22,0.8462,0.7228000000000001,42.2,42.6,22.8,18.8,14.2,15.8
22300236,2023-11-22,1610612756,1610612744,0.4,0.6,118.4,120,117.4,114.6,25,27.4,4.8,3.4,5.4,7.6,83.6,93.4,0.5074,0.4638,29.2,39.6,0.43500000000000005,0.3626,25.4,25.4,0.8416,0.7362000000000001,41.4,47.8,19.4,19.6,13.6,12.6
22300227,2023-11-22,1610612737,1610612751,0.2,0.6,124.2,114.6,127.4,115.2,25.8,27.8,4.6,4.4,8.2,4.8,87.6,87,0.5065999999999999,0.47800000000000004,34.6,37.4,0.3814,0.40040000000000003,26.8,21.6,0.8257999999999999,0.7434000000000001,42.6,43.6,19.6,18.8,17.2,14
22300225,2023-11-22,1610612766,1610612764,0.2,0.2,109.8,115,122.6,119.2,22.8,28.4,3.8,5.6,6.6,9.6,87.4,89.2,0.4600000000000001,0.48999999999999994,31.4,34.4,0.3678,0.4002,21.8,19.8,0.8423999999999999,0.7198,45.6,37.6,19.4,21.4,15.6,16.8
22300237,2023-11-22,1610612757,1610612762,0.2,0.2,99.2,110.4,115,127.8,20.8,26.2,3.8,6.8,10.6,4.6,91.2,89.4,0.39459999999999995,0.4516,37.2,38.8,0.29380000000000006,0.3588,21.2,19.4,0.7684000000000001,0.8544,41.2,43.6,17.8,19.2,16,19.6
22300052,2023-11-24,1610612746,1610612740,0.8,0.4,114.2,107.8,100.2,114,27.2,20.8,5.2,3.8,11,6.8,87.6,89,0.48020000000000007,0.4406,35,31.4,0.40780000000000005,0.35740000000000005,22.6,24.4,0.6960000000000001,0.7832,45,47.4,20.8,21.6,16,16
22300049,2023-11-24,1610612749,1610612764,1,0.2,120.4,115,114.2,118.4,23.8,27,6.2,5.4,6.6,9.6,88.4,92.4,0.47640000000000005,0.46720000000000006,41,35.2,0.36619999999999997,0.3762,27.4,20,0.769,0.7806000000000001,42.8,41,19.2,21.4,12.6,14.8
22300048,2023-11-24,1610612745,1610612743,1,0.2,114.4,109.8,97.4,114,23.2,28.6,4.6,4.6,6.8,5.4,87,89.8,0.47800000000000004,0.47219999999999995,34.8,32.8,0.3666,0.3672,24.6,18.2,0.7678,0.7098,46.4,43.6,20.4,20.6,9.8,12.6
22300045,2023-11-24,1610612752,1610612748,0.6,0.8,111.8,114.6,102.4,103.2,24.6,27.2,1.6,3.2,9.4,9.2,92.8,84.2,0.437,0.4744,36,33.6,0.3724,0.40700000000000003,25.2,24.4,0.6996,0.8480000000000001,46.4,40.2,16.6,17.4,11.6,10.4
22300050,2023-11-24,1610612750,1610612758,1,0.6,117.6,117.6,100.8,117.8,27.8,29,7.6,2.4,8.6,9.2,83.4,86.8,0.5238,0.48,31.6,43,0.368,0.3606,27.2,24.2,0.6838,0.7629999999999999,45.6,41.8,23.8,21.6,16,14.4
22300044,2023-11-24,1610612763,1610612756,0,0.8,107.4,121.4,114,119.6,23,30.8,5,9.8,8.8,8.4,92.6,90.6,0.425,0.45899999999999996,39.8,36.4,0.35200000000000004,0.39580000000000004,19,27.8,0.7704,0.8572,41.8,43.8,23.2,18.8,13.8,15.6
22300043,2023-11-24,1610612753,1610612738,0.6,0.6,116.6,109.6,112,107.8,25.6,23.8,5.4,7.2,9.6,6.4,88,89,0.48200000000000004,0.4436,28,44.8,0.3566,0.34680000000000005,27.6,20,0.7832000000000001,0.7926,41.8,45,21,15,16.2,13.2
22300046,2023-11-24,1610612761,1610612741,0.6,0.2,120,105.8,113.4,115.2,32.8,22.4,4.8,4.2,8.4,8.2,93.2,90,0.49560000000000004,0.4302,32,32.4,0.3242,0.3348,22.6,20.6,0.7488,0.8698,48.2,41.8,18.2,22,14.4,11.4
22300047,2023-11-24,1610612754,1610612765,0.6,0,131.8,111,122.6,122.8,29.6,25.8,6,5,9.4,4.2,94.8,90.8,0.5126,0.4513999999999999,39.4,32,0.396,0.30599999999999994,22,23.6,0.8587999999999999,0.8328000000000001,41.2,48.4,24,23.2,14.2,17
22300051,2023-11-24,1610612744,1610612759,0.2,0.4,112.8,110,118.8,127.2,27.6,28.6,2.2,6.4,6.8,6.6,91.2,93.4,0.42699999999999994,0.45780000000000004,42.4,32.8,0.3664,0.3474,23.4,17,0.8358000000000001,0.7444,47.6,40.6,21.6,17.6,14.8,13.8
22300239,2023-11-25,1610612760,1610612755,0.8,0.8,126.4,114.8,113.4,108,26.8,26.6,6.8,6.4,8.6,9.4,85.4,87.6,0.5206,0.454,32,30.6,0.42200000000000004,0.35740000000000005,28.2,27.6,0.8612,0.8837999999999999,41.4,44.6,20.6,20.4,15.2,11.4
22300240,2023-11-25,1610612751,1610612748,0.6,0.6,110,110.6,108.2,100.6,22.4,26,6.2,2.6,6.6,10,91.4,83.8,0.45499999999999996,0.465,40.4,34.8,0.3694,0.3836,16.4,22.6,0.7784,0.8518000000000001,50,40.2,17.2,18.8,14.4,11.2
22300241,2023-11-25,1610612764,1610612737,0,0.8,113.8,122.6,128.4,116,26.2,27.4,3.8,5,6.4,9.8,89,92,0.4854,0.47220000000000006,34.2,38.4,0.33299999999999996,0.3656,19.2,26.8,0.8248,0.8288,36,46.8,19,18.6,12,15.4
22300244,2023-11-25,1610612746,1610612742,0.6,0.6,110.8,121,101.2,121,25.4,26.8,5.4,3.8,11,4.6,88,96.6,0.46719999999999995,0.46499999999999997,35.6,46.8,0.373,0.35500000000000004,22.8,20.4,0.6628000000000001,0.7134,43.8,46,21.6,17,14.6,10.4
22300243,2023-11-25,1610612762,1610612740,0.4,0.4,125.2,108.8,118.8,114.4,28.4,21.6,6.2,3.8,8.2,6.4,94.2,89.6,0.4774,0.44420000000000004,40.2,29.8,0.3896,0.3532,25.6,25.4,0.8048,0.7767999999999999,49.6,47,23.4,21.2,16.2,14.8
22300242,2023-11-25,1610612739,1610612747,0.6,0.4,106.2,106.2,110.2,114,24.2,23.8,5,6.8,6.8,7.8,83.2,83,0.4828,0.48019999999999996,30.6,27.4,0.37260000000000004,0.34259999999999996,20.2,23,0.7466,0.7525999999999999,44,39.8,16.8,18.4,15.6,14.4
22300248,2023-11-26,1610612753,1610612766,0.8,0.4,118.8,118.6,107.8,124.4,24.8,25.2,5.2,5.6,9.4,6.8,88,96.2,0.48900000000000005,0.4904,28.2,28,0.376,0.32619999999999993,28.4,21.6,0.7729999999999999,0.7140000000000001,43.8,46.2,21.8,21.6,15.6,12
22300247,2023-11-26,1610612752,1610612756,0.8,1,111,123.4,100.4,115,24,30.8,2,8.6,9,8.2,89.6,88,0.45899999999999996,0.4896,33.6,35.6,0.3536,0.4154,23.6,26.8,0.7253999999999999,0.8436,46.2,43.6,15,19,13.2,16
22300252,2023-11-26,1610612743,1610612759,1,0.2,120.2,109.4,108.8,128,30.2,29.2,4.2,5.2,7.6,6.6,86.8,95,0.5126000000000002,0.4544,32.6,34.8,0.3848,0.3228000000000001,25.2,15.4,0.7412,0.7609999999999999,45.2,42.4,18,17.8,12.4,15.4
22300245,2023-11-26,1610612749,1610612757,1,0.2,122.2,108.8,117,114.6,24.6,24.2,6.4,5.8,6.2,7,89.4,86.6,0.4795999999999999,0.4664,39.8,29,0.35940000000000005,0.36619999999999997,28,22.2,0.7799999999999999,0.7809999999999999,44.2,38.2,19,20.8,11.4,16.2
22300246,2023-11-26,1610612738,1610612737,1,0.8,125.2,124.4,103.8,115.6,28,26.8,3.4,5,3.4,9.4,87.6,93.8,0.5162000000000001,0.47319999999999995,43.2,38.4,0.42479999999999996,0.38180000000000003,20.4,26.4,0.8109999999999999,0.8051999999999999,47,47.4,16.6,18.2,12,14
22300251,2023-11-26,1610612739,1610612761,0.6,0.6,111,116.6,112.6,121.2,26.4,27.2,4.6,4,8.2,8.6,83,90.4,0.4992,0.4748,28.6,35.2,0.3842,0.3758,22.4,24.2,0.7706000000000001,0.7525999999999999,42.2,43.6,16.2,17.8,15.4,15.8
22300250,2023-11-26,1610612751,1610612741,0.8,0,107.4,105,101.8,118.4,23.4,22.6,7.2,3.4,8.4,7.6,86.8,89,0.458,0.44060000000000005,38.6,34.4,0.376,0.35300000000000004,18.4,18.2,0.7832,0.8283999999999999,49.2,40.4,17.6,22.6,15.4,11.4
22300249,2023-11-26,1610612763,1610612750,0,0.8,104.4,114.6,114.4,114.8,23,24.2,4,5.4,7.4,7.4,91.6,84.4,0.4306,0.49139999999999995,39.8,29.2,0.3460000000000001,0.3438,16.2,26.6,0.7238,0.8158000000000001,39.2,42.6,23,18.4,12.6,14.4
22300254,2023-11-27,1610612754,1610612757,0.6,0,128.6,107.2,123,116,26.8,23.8,6.8,5.2,9.4,8,96.2,88.6,0.4928,0.454,39.4,31.4,0.375,0.3774,22.2,19.6,0.8507999999999999,0.7674000000000001,39.4,37.4,23.4,23,13,16.8
22300256,2023-11-27,1610612762,1610612740,0.4,0.2,119.6,106.8,117,114.2,26,23.2,6.8,3.6,8.4,7.8,94.2,87.8,0.45680000000000004,0.44960000000000006,40.2,28.6,0.357,0.3524,24.2,23.2,0.828,0.7817999999999999,50,43.8,21.6,20.6,16.8,15.2
22300253,2023-11-27,1610612765,1610612764,0,0.2,108.8,115,117.4,115.4,26.6,26.6,4.8,4.2,6.8,9,84.8,93.2,0.48,0.4612,26.2,35.8,0.349,0.37479999999999997,21.2,20.2,0.8492,0.7826,41,42.6,22.6,21,16.8,12.8
22300255,2023-11-27,1610612755,1610612747,0.4,0.6,119,110.2,120,113,21.4,27.2,5.2,6.4,6.8,8.4,93.4,84.2,0.4646,0.49660000000000004,30.8,26.8,0.32860000000000006,0.3558,25.2,23,0.866,0.743,46.6,40.6,19.2,17.2,13,14.6
22300257,2023-11-27,1610612746,1610612743,0.6,0.2,107.6,106.2,102.2,113.6,25.8,27.2,5.6,4.4,8.4,6.4,87.4,90.4,0.4504,0.4478,33,32.4,0.352,0.35760000000000003,24.8,19.6,0.6874,0.6954,45.6,43,21.6,19.4,14,13.4
22300055,2023-11-28,1610612739,1610612737,0.6,0.6,109,120.4,112.2,117.2,27,24.2,5.2,4.6,7,9.6,85.8,92.8,0.49319999999999997,0.4582,27.4,40.8,0.38939999999999997,0.38519999999999993,18,25.4,0.78,0.7732,41.2,45.6,15.6,18.4,14.6,14.6
22300059,2023-11-28,1610612742,1610612745,0.6,0,122.2,105.6,121,114.8,26.4,27.2,3.4,3.2,5.8,6.4,88.4,89.2,0.4784,0.46159999999999995,41.4,35,0.394,0.32419999999999993,28.6,17,0.7385999999999999,0.6828000000000001,42.2,40.6,17.8,25.4,12.2,16
22300060,2023-11-28,1610612758,1610612744,0.8,0.4,120.8,117,117,118.8,29.2,27.6,5.8,2.6,8,8.4,92.2,91.8,0.47519999999999996,0.4554,42.8,37.8,0.34079999999999994,0.352,26.8,27.2,0.7066,0.7372,45.4,43.6,21.8,22.2,14.6,12.8
22300056,2023-11-28,1610612748,1610612749,0.8,0.6,111.8,122.6,109.4,114.2,27,27.6,3.2,6,9.8,6.6,86.4,89.2,0.48319999999999996,0.5188,31.8,35.2,0.388,0.41459999999999997,19.6,20.8,0.8552,0.7432000000000001,41.4,45.6,18,20.4,14.6,13.8
22300058,2023-11-28,1610612750,1610612760,0.8,0.8,115.2,120.2,106.6,105.4,27.8,26,7.2,5.2,7.8,8.8,83.6,87.4,0.5004000000000001,0.5134000000000001,33.4,29.6,0.3658,0.4311999999999999,26.8,19.6,0.7152000000000001,0.8931999999999999,45.8,40.6,22.8,18,17.4,13.6
22300057,2023-11-28,1610612752,1610612766,0.8,0.4,115.8,118.2,104.6,124.8,24,26.4,2.4,5.4,8.4,6.2,88.4,94.8,0.48,0.49640000000000006,33.4,28.6,0.403,0.33140000000000003,24,21.6,0.7358,0.6980000000000001,43.8,44.6,15.6,23,11.8,12.4
22300053,2023-11-28,1610612738,1610612741,1,0,116.8,105.8,103.6,119.2,27.4,23,3.6,3.2,4.2,6.2,87.6,87.8,0.491,0.4426,45.6,34.2,0.366,0.36140000000000005,18.8,20.4,0.7782,0.8012,47.2,39.8,16.6,21.6,12,11
22300054,2023-11-28,1610612751,1610612761,0.8,0.4,111,112.4,105,119,24.8,24.8,5.6,3.4,7.8,8,85,88.8,0.47639999999999993,0.46719999999999995,41,32,0.3972,0.3466,18.8,24.8,0.7606,0.7676,47.2,44.2,18.6,17,14.8,15.2
22300264,2023-11-29,1610612758,1610612746,1,0.4,122.8,112,117.2,111.2,29.4,24.6,6.6,3.4,7.6,10.4,91.6,89,0.4782,0.44959999999999994,43.6,31.2,0.349,0.32399999999999995,29.4,25.4,0.6971999999999999,0.8806,46.4,48.2,23.2,19.8,13.8,12.8
22300263,2023-11-29,1610612743,1610612745,1,0,121.6,111.4,110,115.8,31.2,30,3.6,3.8,7,5.6,86,90.4,0.5196,0.47940000000000005,32.2,34,0.384,0.3088,26.4,19.6,0.7538,0.7164,44,42.4,19.6,26,12.4,14.6
22300260,2023-11-29,1610612761,1610612756,0.6,1,118.2,122.6,112.8,116.4,32.2,30.4,4.8,8.8,8.6,7.4,91.6,89,0.4896000000000001,0.48200000000000004,32.2,39,0.31179999999999997,0.4234,25.2,25.2,0.7112,0.8166,46.2,44.4,16,21.4,13.6,15
22300262,2023-11-29,1610612740,1610612755,0.8,0.8,122.4,117.4,109.2,111.2,30.8,27.6,4.8,6.8,10.4,8.2,89.4,87,0.514,0.44560000000000005,29.6,33.2,0.39320000000000005,0.3542,25.6,32.4,0.7384000000000001,0.8768,44.8,46,21.2,22,12.6,11.8
22300261,2023-11-29,1610612763,1610612762,0,0.2,101.8,112.4,113.2,127.4,23.4,27.2,4,6,6.4,5.4,90.8,87,0.41640000000000005,0.46819999999999995,39.8,36.4,0.3244000000000001,0.3676,17.6,21.2,0.7445999999999999,0.8630000000000001,37.4,44.6,22.2,17.8,13,20.8
22300258,2023-11-29,1610612765,1610612747,0,0.6,109,107.6,118.6,119,27.4,26.2,5.8,6.2,6.8,7.8,87.8,84.6,0.46559999999999996,0.48200000000000004,29.2,27.2,0.3216,0.34419999999999995,22.2,22.8,0.8146000000000001,0.7242000000000001,44.2,39.4,22.4,17.4,17,14.6
22300259,2023-11-29,1610612753,1610612764,1,0.2,121,113.8,107.2,113.6,27.6,27.2,4.6,4.2,9,8.6,87.4,91.6,0.5035999999999999,0.4654,28.2,33,0.376,0.36,28,20.8,0.7878000000000001,0.8084,43.2,43.8,22.2,19.6,14.8,13.8
22300272,2023-11-30,1610612759,1610612737,0,0.6,108.4,118,120,117.6,28.6,23,6.2,4.6,5.4,9.8,89.4,92.6,0.43620000000000003,0.45299999999999996,39.2,41.2,0.3552,0.3776,19.6,23.8,0.8331999999999999,0.7878000000000001,45,42.6,22.2,18.4,15.4,13.8
22300270,2023-11-30,1610612750,1610612762,0.8,0.2,113.6,108,105.4,122.4,26.2,26,8,6.2,7,6.8,82.2,87.8,0.4814,0.4484,32.6,35.6,0.3804,0.3752,28.2,20.2,0.7737999999999999,0.8032,47,42,21,16.6,16.6,19.8
22300268,2023-11-30,1610612752,1610612765,0.8,0,116.6,110.4,103.4,125,22.6,24.2,3.6,6.2,7.8,4.6,88.4,90,0.48,0.4598,34.8,28,0.40459999999999996,0.3154,24.4,23.2,0.727,0.8378,45,47.4,15.4,20.6,11,16.6
22300273,2023-11-30,1610612744,1610612746,0.4,0.6,114.4,119.6,118,114.6,29.8,25.8,2.6,2.8,6.4,10,88.2,89.4,0.4488,0.47800000000000004,42.2,29.6,0.40099999999999997,0.3796,22.6,27.2,0.8228,0.8352,45.6,45.4,20.2,20.8,16.8,11
22300271,2023-11-30,1610612760,1610612747,0.8,0.8,123.2,115.4,110.6,114.8,27.4,27.8,7.2,7,8.6,7.8,88.4,85.2,0.488,0.49939999999999996,34.8,29,0.39299999999999996,0.3588,27.4,25.6,0.8628,0.7624000000000001,42.6,42.4,22,16.2,12.2,15.2
22300266,2023-11-30,1610612751,1610612766,0.8,0.2,113.6,111.4,106.8,123,25.6,26,6,3.8,8,6.8,83.2,95,0.4906,0.4728,38.8,30.8,0.4166,0.33520000000000005,20,18.4,0.7698,0.6122,45.8,44.6,18.4,21.8,14,13.2
22300269,2023-11-30,1610612741,1610612749,0.4,0.8,102.4,129.4,104.4,116.6,20.4,27.8,5.2,5.6,8,5.4,83,91.4,0.4452,0.5268,34.8,36.4,0.3276,0.42679999999999996,20.8,21.2,0.8224,0.825,41.4,47.4,21,19.8,13.2,11.8
22300267,2023-11-30,1610612748,1610612754,0.6,0.6,116,128.8,115.2,136.6,29,32,3.6,7,8.2,6.2,86.8,95.2,0.505,0.5178,33.4,39.2,0.4086,0.356,18.6,21.8,0.827,0.7392000000000001,38.8,36.2,18.8,21.4,14.4,10.4
22300265,2023-11-30,1610612739,1610612757,0.6,0.2,113,106.4,113.2,113.8,28.2,22.6,6.4,5,6.8,7.2,88,88.2,0.4984,0.44699999999999995,30.4,30.6,0.3758,0.4046,17.2,20,0.8135999999999999,0.7767999999999999,44.4,37.8,17.8,21.4,15.6,16.4
22300279,2023-12-01,1610612756,1610612743,0.6,0.4,118.8,106.8,114,111.4,24.2,25.4,5.6,5,6.2,7.2,82.8,89.6,0.48919999999999997,0.44539999999999996,28.4,28.8,0.4136,0.3986,30.6,22.8,0.8645999999999999,0.7026,43.2,43.2,20.8,19.8,13.8,13
22300278,2023-12-01,1610612740,1610612759,0.8,0,121,107,110,130.2,30.8,28.6,4.4,5.4,9.2,7.2,86.2,94,0.5174000000000001,0.4408,28,34.8,0.3862,0.3012,27.2,18,0.7686000000000001,0.7456000000000002,44.4,41.2,21.6,18,14.2,16.8
22300276,2023-12-01,1610612761,1610612752,0.6,0.6,118.4,111.2,112.4,110.4,31.6,23,5,3.4,7.8,6.8,92.2,89.4,0.4800000000000001,0.44899999999999995,33.6,36.4,0.3458,0.39799999999999996,24.4,21.6,0.7465999999999999,0.7696000000000001,46.4,44.8,17.8,18.6,11.8,12.4
22300275,2023-12-01,1610612738,1610612755,1,0.6,117.4,117.4,101.6,114.8,28.8,28.6,4.8,7.2,4.4,7.2,86.8,86.6,0.5082000000000001,0.465,45,34.4,0.3788000000000001,0.37239999999999995,15.6,27.8,0.7853999999999999,0.8838000000000001,47.2,42.8,17.6,22.6,13.6,14.2
22300274,2023-12-01,1610612753,1610612764,1,0.2,126.4,119,111.8,121,29.6,28.8,5.4,4.2,8.2,8.6,87.4,91.4,0.5392000000000001,0.48460000000000003,28.4,30.6,0.425,0.387,25.8,22.8,0.783,0.8186,43.4,41.2,23.2,20.6,15.4,13.4
22300277,2023-12-01,1610612742,1610612763,0.6,0.6,123.6,107,123,110.8,26.8,24,3.8,6.4,5.4,6.2,90,90.2,0.4814,0.4176,38.6,38.2,0.3812,0.3304,28.8,24,0.7682,0.7710000000000001,40.8,42.8,20.6,20,10.6,13
22300286,2023-12-02,1610612749,1610612737,1,0.6,121.8,121.4,116.4,120.8,23.6,23.4,6.4,3.6,7.6,10,90.8,94.8,0.4728,0.4586,40.4,40,0.3234,0.38539999999999996,28.8,23.6,0.7872,0.8068,46.4,42.8,19.8,18.4,12,12.2
22300289,2023-12-02,1610612762,1610612757,0.6,0.4,119.8,105,116.4,109.6,26.8,22.6,6.2,4.2,7.8,8.8,94,85.6,0.44860000000000005,0.44819999999999993,43.2,30.2,0.355,0.4144,24.6,20.4,0.8459999999999999,0.8211999999999999,49,38.2,20.8,19.8,14.8,17.8
22300282,2023-12-02,1610612751,1610612753,0.6,0.8,114.4,109.2,111.8,108.8,25.4,23,6.2,6.6,6.6,11,87.2,83,0.4814,0.4526,38.2,31.4,0.397,0.3306,19,30.4,0.7732000000000001,0.7682,47.4,42.8,15.8,21.4,12.6,16.4
22300283,2023-12-02,1610612765,1610612739,0,0.6,108.6,117.8,121.2,116.8,28.4,25.8,6,4.4,6.8,7.8,91.2,85.8,0.453,0.496,30.4,29.8,0.3184,0.3588,20.8,28.6,0.7956,0.7846,44.2,45.6,24.6,20.6,16.6,15.2
22300281,2023-12-02,1610612766,1610612750,0.4,0.8,110,115,119,112.2,24.8,25.6,3.6,5.6,6.2,7.2,89.8,83.2,0.4508,0.4988,33.8,30.6,0.3902,0.358,19,25.8,0.8366,0.8168,46,40.8,18,19.8,13.8,14
22300280,2023-12-02,1610612746,1610612744,0.4,0.2,104.8,113.4,104.4,115.8,23.6,25.4,6.6,3.4,7.6,7.8,86.6,90,0.434,0.4452,30.8,38,0.3216,0.34500000000000003,27,27.2,0.7129999999999999,0.744,46.6,46.4,21,23.4,13.4,13.8
22300291,2023-12-02,1610612747,1610612745,0.6,0,116.2,111.8,107.8,117.4,28.4,29.4,4.8,4.4,7.2,4.8,83.4,87.6,0.518,0.4848,30.2,35.8,0.3946,0.33680000000000004,23.6,19.4,0.742,0.7638,48.4,40.8,15,24.8,17.6,12.8
22300285,2023-12-02,1610612741,1610612740,0.4,0.2,102.6,106,105.4,110.2,22.4,23.8,4.8,3.4,8.4,7.6,84.4,87.4,0.44020000000000004,0.44960000000000006,36.2,27,0.32439999999999997,0.3294,20.2,25.2,0.817,0.7444,43.6,45.8,20.4,22,16,14.2
22300288,2023-12-02,1610612756,1610612763,0.6,0.6,117.2,106.2,113.4,109.6,24.2,24,7.2,7.4,5.2,6.6,80.8,90.4,0.49260000000000004,0.4142,26.4,38.6,0.3992,0.314,30.4,23.6,0.901,0.7962,41.4,43.4,19.4,21,13.6,12.6
22300284,2023-12-02,1610612748,1610612754,0.8,0.4,123.4,130.2,119.8,142.4,29.6,30.8,2.8,7.2,7,7.8,85.8,95.2,0.5307999999999999,0.5218,30,40.2,0.4164,0.32819999999999994,24,24.8,0.8402000000000001,0.7056,39.2,33.4,20.4,23.6,13.6,10.8
22300287,2023-12-02,1610612742,1610612760,0.4,0.8,117.6,121.2,121,105.6,26,26,3.6,5,6.6,8.6,90.2,88,0.4608,0.506,38,29.6,0.3762,0.458,26.6,21,0.7516,0.8872,39.8,40.2,19.4,19.6,10.8,12.4
22300290,2023-12-02,1610612758,1610612743,0.8,0.6,119.8,108.8,118,109.4,27.8,28.4,5.4,4.8,6.6,7.4,88,90.8,0.477,0.4638,42.2,29.4,0.3416,0.37700000000000006,30.2,20.6,0.7270000000000001,0.6714,46.4,43,21.6,19.8,14.6,12.2
22301202,2023-12-04,1610612754,1610612738,0.4,0.6,123.8,108.2,122.2,109.2,26.8,21.6,6.6,6.8,8.6,6.8,93.6,86,0.48519999999999996,0.446,37.8,41.2,0.36,0.33120000000000005,23,23.6,0.8308,0.7701999999999999,38.6,42.6,25.2,16,14.6,13.6
22301204,2023-12-04,1610612758,1610612740,0.8,0.2,120.2,109.4,117.8,110.6,28,23.2,5.2,3.4,5.8,8.4,90,85.2,0.48180000000000006,0.47219999999999995,41.6,26.4,0.3764,0.3362,25.6,27.8,0.7262000000000002,0.7134,45.8,45.6,19.6,20.8,12.6,13.2
22301201,2023-12-05,1610612749,1610612752,1,0.8,124.2,115.4,117,108.8,26.4,25.6,6.2,3.6,7,7,90.6,91.6,0.5008,0.4654,39.6,36.6,0.3488,0.40099999999999997,25.4,20,0.7783999999999999,0.7906000000000001,48,46,20,18.4,13.2,12.6
22301203,2023-12-05,1610612747,1610612756,0.6,0.8,110.8,120.4,105.8,115.8,27.2,29,4.2,7.8,8.6,6.6,85,89.8,0.4917999999999999,0.4784,28.6,34.6,0.32799999999999996,0.398,24.2,24.8,0.7327999999999999,0.8400000000000001,47.2,43,15.8,20.4,16.2,12.6
22301208,2023-12-06,1610612764,1610612755,0,0.4,114,116,130.4,116.6,27.6,25.4,4.2,7.4,5,8.6,89.2,87.8,0.4936,0.45859999999999995,34.6,35.4,0.32439999999999997,0.37720000000000004,16.4,26.8,0.8864000000000001,0.8388,36.2,42.6,19.8,23.4,13,14
22301207,2023-12-06,1610612761,1610612748,0.6,0.4,117.2,107.8,110.6,102,32.4,25.6,4.6,2.2,7.2,8.8,93,84.6,0.4888,0.45599999999999996,33.4,35.4,0.3288,0.3968,21.6,19.6,0.7136,0.8413999999999999,45,40.6,17.8,18.6,11.4,13.2
22301205,2023-12-06,1610612739,1610612753,0.4,0.6,107.8,106.4,112,112,27.2,22.4,5.8,5.8,8,8.2,89.4,83.6,0.47400000000000003,0.4404,31.4,31.4,0.3382,0.3236,14.4,28.6,0.8597999999999999,0.7812,42,41.6,17.2,21.8,16.6,15.2
22301215,2023-12-06,1610612746,1610612743,0.6,0.4,107.2,110.8,105.8,113.4,24.6,29.4,7.2,4.6,6.8,7.8,87.6,93.2,0.4448,0.4708,31.8,28.8,0.3176,0.3464,25.2,20.4,0.7539999999999999,0.6489999999999999,46.4,43.6,20.6,19.2,12.4,11.6
22301214,2023-12-06,1610612744,1610612757,0.6,0.4,118.2,107.8,120,110.2,30.2,21.4,3,4,4.8,10,87,87,0.4648,0.44420000000000004,42.2,31.2,0.4114,0.4166,25.6,21.8,0.7962,0.859,45.8,37.6,19.4,20.8,14.6,16.6
22301213,2023-12-06,1610612742,1610612762,0.4,0.2,118.4,102.4,120.8,115.8,26.2,25.2,4.8,6,6.8,7.4,90.8,86,0.45519999999999994,0.4304,40.2,37,0.36619999999999997,0.3586,27.4,19.4,0.7604000000000001,0.8002,41.6,42.8,19.4,17,10.8,19.6
22301211,2023-12-06,1610612741,1610612766,0.6,0.4,108.6,113.6,109.8,123.8,25.6,26,5.6,4.8,8.2,7,85.4,93.4,0.4696000000000001,0.4748,37.6,32,0.3548,0.3984,18.8,17.4,0.7908000000000001,0.6980000000000001,41.2,44.2,19.6,20,14.8,13.2
22301209,2023-12-06,1610612737,1610612751,0.2,0.4,127.6,117,132.2,120.4,25.4,28.4,5.6,4,8.6,5.6,92.4,92.2,0.4946,0.4628,38,37.8,0.39859999999999995,0.41340000000000005,26.2,20,0.8308,0.7661999999999999,42.8,46.2,20,19.8,15.8,14.4
22301212,2023-12-06,1610612745,1610612760,1,0.8,111,124.2,95.2,109.8,22.6,26.2,5.6,4.4,7,8.4,88.4,91.6,0.461,0.49639999999999995,34.4,33,0.35259999999999997,0.475,22.2,20.4,0.7856000000000001,0.8827999999999999,48.4,43.6,20.8,20.2,10.4,13.2
22301206,2023-12-06,1610612765,1610612763,0,0.4,107.6,107,120.4,112.6,27.6,21.8,5.6,7.8,8,7,90.6,90,0.4539999999999999,0.42079999999999995,30.8,36.6,0.3146,0.3086,21,23.6,0.7624000000000001,0.8296000000000001,44.4,43.2,23.4,22.6,16.4,12.8
