gameid,gamedate,home_teamid,away_teamid,home_win_avg_prev5,away_win_avg_prev5,home_points_avg_prev5,away_points_avg_prev5,home_opponent_points_avg_prev5,away_opponent_points_avg_prev5,home_assists_avg_prev5,away_assists_avg_prev5,home_blocks_avg_prev5,away_blocks_avg_prev5,home_steals_avg_prev5,away_steals_avg_prev5,home_fieldgoalsattempted_avg_prev5,away_fieldgoalsattempted_avg_prev5,home_fieldgoalspercentage_avg_prev5,away_fieldgoalspercentage_avg_prev5,home_threepointersattempted_avg_prev5,away_threepointersattempted_avg_prev5,home_threepointerspercentage_avg_prev5,away_threepointerspercentage_avg_prev5,home_freethrowsattempted_avg_prev5,away_freethrowsattempted_avg_prev5,home_freethrowspercentage_avg_prev5,away_freethrowspercentage_avg_prev5,home_reboundstotal_avg_prev5,away_reboundstotal_avg_prev5,home_foulspersonal_avg_prev5,away_foulspersonal_avg_prev5,home_turnovers_avg_prev5,away_turnovers_avg_prev5
22100834,2022-02-10,1610612745,1610612761,0.2,0.8,108.8,113.6,121,106,24.8,22.4,3.8,6.2,6.8,9.6,84.8,89.4,0.45459999999999995,0.4692,40.6,36.4,0.31739999999999996,0.4086,26.8,21.2,0.7058,0.7492000000000001,38,45.2,19.8,18,16.6,14.2
22100831,2022-02-10,1610612765,1610612763,0.2,0.6,106.2,116.6,111.2,111.8,23.4,25,4.4,5.6,7.2,10,93.4,99.6,0.42800000000000005,0.45640000000000003,33.2,31,0.3358,0.2828,20.2,23.6,0.7896,0.7034,44,51,23.8,19.4,12.8,12.2
22100833,2022-02-10,1610612740,1610612748,0.6,0.6,108.4,107,104.4,102.6,23.6,26.8,4.4,2.6,9.4,10,87.4,83,0.4524,0.47359999999999997,33.4,33.6,0.2412,0.39199999999999996,24.6,18.4,0.8592000000000001,0.8446000000000001,45.6,40.8,20.4,22.8,13,16.2
22100835,2022-02-10,1610612742,1610612746,0.8,0.4,114.4,113,100.6,114,26,23,5,4.4,9.2,6.8,89.2,88.4,0.47940000000000005,0.4664,36.6,33.4,0.40700000000000003,0.3726,18.2,23,0.7782,0.8092,44,45.4,20.2,19.6,11.8,14.6
22100836,2022-02-10,1610612756,1610612749,1,0.6,119.6,123.6,111.4,114.6,31,27.6,4.8,4.2,7.8,8,90.4,88.8,0.505,0.5052,32.6,38.8,0.37059999999999993,0.41579999999999995,21.8,22.2,0.7306,0.7727999999999999,46.8,43.8,17.8,20.8,12.2,12.8
22100837,2022-02-10,1610612744,1610612752,1,0,116.8,107.6,103.8,120,26.4,22.4,4.2,3.6,8.6,7.8,87.8,92.2,0.4944,0.4218,41.6,39.6,0.41500000000000004,0.3142,16.6,25.6,0.8172,0.6918,48,48.4,20.2,24,14.2,14.2
22100832,2022-02-10,1610612764,1610612751,0,0,97.4,104.8,111.4,118.4,22.6,23.4,4,6.8,6.6,7.8,84.6,89.8,0.42540000000000006,0.44159999999999994,29.8,33.6,0.267,0.3712,21.6,17.8,0.8230000000000001,0.7527999999999999,43.2,40.6,17.8,17.8,14,11.2
22100844,2022-02-11,1610612762,1610612753,0.8,0.4,110.8,109.8,100,114,23.8,27.6,5.6,4.2,6,6.2,86.4,89,0.4726,0.4702,39.2,34.6,0.3342,0.3912,20.6,15.4,0.7853999999999999,0.7857999999999999,45.4,43.6,19.6,20.4,13.2,12.8
22100838,2022-02-11,1610612765,1610612766,0.2,0.6,106.6,117.2,115.6,110.6,23.8,26,4.8,3.8,5.2,8,92.8,86.8,0.4306,0.48019999999999996,33,38.8,0.30920000000000003,0.385,21.6,24.8,0.8038000000000001,0.7329999999999999,44.8,41,24.6,20,13,13
22100841,2022-02-11,1610612737,1610612759,0.8,0.2,118.8,110.2,109.2,111.2,27.8,28.2,4.8,5.4,7.4,8.2,85.6,100.4,0.5206000000000001,0.44980000000000003,33.4,32.6,0.42000000000000004,0.32999999999999996,21.2,11.6,0.7415999999999999,0.8094000000000001,43.6,45,21.8,18.2,14,12.4
22100840,2022-02-11,1610612755,1610612760,0.6,0.4,108.4,100.8,105.4,107,26.2,21.6,5.6,4,6.6,7.8,86.4,88.6,0.48319999999999996,0.421,31,38.8,0.3692,0.33640000000000003,17.8,18.6,0.7798,0.7083999999999999,42.2,47.2,19.2,19.8,14.6,15.2
22100839,2022-02-11,1610612754,1610612739,0.2,0.4,115,104.4,125.4,110,26.8,25.8,3.8,3.6,6.2,6.4,93.6,83.2,0.4668,0.471,33,30.4,0.3922,0.341,19.2,23.8,0.7817999999999999,0.6796000000000001,43.2,43,20.2,18.4,13,13.6
22100842,2022-02-11,1610612738,1610612743,0.6,0.6,114,119,98.8,112.2,27.8,29.2,5.4,4,7.8,7.4,88.2,85.4,0.483,0.5065999999999999,41.2,36.8,0.363,0.40540000000000004,17.4,20.4,0.8089999999999999,0.8298,46.6,43.4,18.4,19,13.2,14
22100843,2022-02-11,1610612741,1610612750,0.6,0.4,119.8,124,116.4,124.2,26.4,26.6,3.2,4.6,5.4,8.4,87,94.8,0.5147999999999999,0.4734,28,41.4,0.3392,0.375,24,23.4,0.8550000000000001,0.8049999999999999,43.2,40.8,18,20.8,9.8,10.8
22100852,2022-02-12,1610612741,1610612760,0.6,0.4,124.4,98.6,119.8,102.8,26.4,21.8,3.6,5.2,6.2,7.8,87.6,87,0.5316,0.4231999999999999,29,37,0.3758,0.316,23.4,18,0.8587999999999999,0.7318,42.8,47.2,16.6,19.8,9.8,16
22100854,2022-02-12,1610612744,1610612747,0.8,0,120.8,107.4,108.6,113.8,28,23,4.2,5.4,7.8,6.4,89.4,85.6,0.5000000000000001,0.4774,42.2,34,0.4196,0.3698,18,20.4,0.8135999999999999,0.6766,47.6,41.2,21.2,18.2,13.8,14.2
22100851,2022-02-12,1610612748,1610612751,0.8,0,113.6,106,106.6,119,27.8,23,4.2,5.4,9.4,7.6,86,87,0.4673999999999999,0.4548,37.8,33.8,0.3982,0.36160000000000003,22.8,19.2,0.8384,0.7622,46.4,38.6,23.6,19,18.8,11
22100849,2022-02-12,1610612755,1610612739,0.6,0.4,107.4,107,105.4,112.2,24,24.2,6.6,4.2,6.4,7.6,88.6,82,0.4606,0.4852,29.2,28.2,0.34879999999999994,0.3646,19.6,24.8,0.8238,0.7022,45,42,19.6,19,13.8,14.4
22100846,2022-02-12,1610612766,1610612763,0,0.8,97.4,124.8,111.6,112.4,25.6,27.4,2.8,5.8,7.8,9.2,92.8,98.2,0.393,0.4772,39.2,32.2,0.2732,0.3494,18.8,28.2,0.756,0.7045999999999999,45.4,53,18.2,19,13,11.8
22100847,2022-02-12,1610612764,1610612758,0.2,0,99,98,112,118.8,22.6,23,4.4,4.2,7.4,8.2,84.6,87.2,0.42539999999999994,0.4236,29.4,35.4,0.2714,0.29379999999999995,23.2,19.8,0.8408000000000001,0.7292,42.4,38.2,19.2,18.8,12.8,13.8
22100855,2022-02-12,1610612756,1610612753,1,0.4,123.2,111.2,112.2,115.2,31.2,29,3.6,4.6,7.6,7.2,89.2,90.4,0.5204000000000001,0.462,33.6,36.4,0.3746,0.41159999999999997,24.8,15.4,0.6972,0.7982,45.2,44.2,18.4,18.2,11.6,13
22100845,2022-02-12,1610612757,1610612752,0.2,0.2,103,111.6,116.6,120.8,23.4,22.4,3.8,3.4,8.2,6.8,89.6,93.6,0.44279999999999997,0.42400000000000004,37.2,38,0.29259999999999997,0.3238,19.2,28.8,0.6923999999999999,0.7078,44,49.8,16.8,23,12.2,13.6
22100850,2022-02-12,1610612761,1610612743,0.8,0.4,118.4,114.6,113.4,110.2,26.8,28.4,5.4,4.8,9.4,7.2,91,85.6,0.47919999999999996,0.49879999999999997,35.4,38.4,0.457,0.372,21.8,18.6,0.782,0.7889999999999999,46.2,44.2,19.8,19.2,15.4,15.6
22100853,2022-02-12,1610612742,1610612746,0.8,0.2,110.4,111.8,100.6,116,23.6,23.8,4.2,4.6,8.4,7.2,85.6,88.4,0.47059999999999996,0.47380000000000005,37.6,32.2,0.3794,0.34740000000000004,19.2,22.6,0.8214,0.7754,43,41.8,21,20.2,13.6,13.6
22100848,2022-02-12,1610612740,1610612759,0.4,0.4,105.2,113.6,109,111.2,22.8,29,4.8,4.6,9.4,8,85,97,0.4486,0.475,33.8,32.6,0.223,0.3614,24.6,12.2,0.8716000000000002,0.8251999999999999,42,44.4,21.4,18.6,15.2,12.2
22100857,2022-02-13,1610612754,1610612750,0.2,0.4,118.8,125.4,127,126.2,27.8,28.6,3.2,4.6,6.2,7.8,93.8,95,0.484,0.485,32,40.6,0.4266,0.3946,18.8,21.2,0.775,0.8119999999999999,42.4,39,21.2,20.2,15.2,10.8
22100856,2022-02-13,1610612738,1610612737,0.8,0.2,115.2,106.4,97,109.8,27.2,23.6,6.4,4.4,8.8,8.6,89.4,86.6,0.4756,0.44719999999999993,39.4,31.4,0.35619999999999996,0.317,20.8,22,0.8018000000000001,0.8603999999999999,49.8,41.6,18.4,19.4,12.8,12
22100859,2022-02-14,1610612751,1610612758,0.2,0.2,106.8,107.6,118.2,115.2,22.8,25.4,5,3,5.8,7.6,91.4,83.4,0.4518,0.4758,30.2,34.4,0.32280000000000003,0.3432,20,22.6,0.7372,0.755,45.2,37.6,19,20,14.6,14.2
22100860,2022-02-14,1610612752,1610612760,0.4,0.4,107,101.4,106.4,105.2,23.2,23,6.2,6.6,7,6.6,83.2,87.6,0.44020000000000004,0.42279999999999995,36.6,36,0.34019999999999995,0.31860000000000005,28.6,20.8,0.7596,0.7658,47.8,47.6,22.4,17.2,15.6,14.6
22100864,2022-02-14,1610612743,1610612753,0.6,0.4,119.2,110.2,113,117,30.6,28.8,2.8,4.2,7,6.8,86.6,89.8,0.5004,0.4582,35.8,37.6,0.387,0.382,23,17,0.8084,0.7816000000000001,41.8,44.4,21,16.2,13,13.8
22100863,2022-02-14,1610612740,1610612761,0.2,1,104.6,120.4,111.2,107.8,22.6,22.6,4.8,5.8,8.4,10.4,84.8,93,0.4542,0.4822000000000001,34.2,38,0.25179999999999997,0.4082,22.4,20,0.8545999999999999,0.7914000000000001,42.2,45.8,20.8,20.2,15.8,14.2
22100866,2022-02-14,1610612746,1610612744,0.8,0.6,111.2,108,111.6,111.2,26.8,24,4.6,4,7,9.2,88.6,83.6,0.47319999999999995,0.44700000000000006,35.8,42.8,0.3964,0.3782,16.4,20.8,0.7901999999999999,0.8230000000000001,40.4,41.8,20,19.2,11,14.8
22100862,2022-02-14,1610612749,1610612757,0.8,0.4,112.4,106,111.8,108.4,23,23,1.8,4.6,7.8,8,87.6,85.6,0.46319999999999995,0.47840000000000005,36.8,38,0.3338,0.39559999999999995,23,15.2,0.8161999999999999,0.6576000000000001,43.8,42.6,16.4,20.2,10.4,15.4
22100858,2022-02-14,1610612764,1610612765,0.2,0,103.6,101.2,113.4,116.2,23.8,24.2,3.8,5.8,8,6.2,83.6,86.2,0.4476,0.433,30.2,30.4,0.2928,0.3344,24.2,22.6,0.8210000000000001,0.7484000000000001,40,41.4,20.2,24.6,13.4,13.8
22100865,2022-02-14,1610612762,1610612745,1,0.4,114.2,108,98.8,113.8,24.2,21,5.8,3.6,7.8,7.4,88.4,86,0.47640000000000005,0.43979999999999997,41.4,39,0.3176,0.36360000000000003,20.8,24.2,0.8126,0.7654,47.6,42.4,16.8,19.2,13.2,16.8
22100861,2022-02-14,1610612741,1610612759,0.6,0.6,119.6,119.2,116.8,111.8,23.2,30.4,3.6,4.2,5.4,8.4,87.4,96.6,0.5102,0.49379999999999996,27.6,34.2,0.35059999999999997,0.3818,24.4,13,0.8352,0.8601999999999999,45.4,42.6,17.2,18.8,11,11.2
22100869,2022-02-15,1610612755,1610612738,0.6,0.8,107.4,108.6,103.8,94.4,24,26,7,7.6,7.4,6,90.4,87.8,0.454,0.46699999999999997,27.6,38.2,0.3598,0.29779999999999995,18.6,18.6,0.8396000000000001,0.8002,45.8,51.4,20.4,18.4,12.8,15.4
22100867,2022-02-15,1610612737,1610612739,0.6,0.4,121.4,104.8,118,109.4,29.6,23,3.6,4,7.4,6.8,88.4,82,0.5196,0.475,35.8,27.6,0.40780000000000005,0.36460000000000004,20.2,23.4,0.775,0.7392000000000001,44.8,41.2,21.2,19.2,14.4,14.8
22100872,2022-02-15,1610612740,1610612763,0.4,0.8,107.6,126.2,106,114,25.2,28.8,5.4,5.6,6.4,9.6,82.2,99.4,0.49319999999999997,0.47300000000000003,34.4,34.2,0.3138,0.3552,19,29.6,0.8478000000000001,0.6796,43,55.6,21.8,20.6,16,12.6
22100871,2022-02-15,1610612750,1610612766,1,0.6,125.8,126,110,117,30.2,28.6,6.8,3.8,8.8,9.4,91.2,89,0.5050000000000001,0.5078,37.4,39.4,0.42460000000000003,0.399,23,26,0.7784,0.7340000000000001,45.4,43.4,18.6,21.6,12.2,15.2
22100868,2022-02-15,1610612748,1610612742,0.8,0.4,115.8,105.8,110.4,109,27,24,3.2,3.4,8.2,7.6,86.4,85.8,0.47479999999999994,0.4608,36.6,36.6,0.3986,0.3162,23.6,19.4,0.8530000000000001,0.7712000000000001,48.2,43,24.8,18.8,18.6,13.2
22100873,2022-02-15,1610612756,1610612746,1,0.4,126.6,108.8,111.4,111.2,33.6,24,3,4.8,7.2,7.2,90.4,86.4,0.5302,0.4894,33.2,29.6,0.3906,0.35960000000000003,23.8,18.4,0.7305999999999999,0.7405999999999999,45.4,42.8,18.8,20,10.2,13.8
22100870,2022-02-15,1610612749,1610612754,0.6,0.2,115,105.6,118.2,118,22.6,23,1.8,5.2,8.8,5.6,87.8,89.8,0.47139999999999993,0.41600000000000004,38.8,36,0.3584,0.32,22.2,25.4,0.8234,0.7534,41.8,47.6,16.6,22.2,11.4,16.2
22100884,2022-02-16,1610612747,1610612762,0.6,0,108.4,102.2,109.2,111,24,19.4,6.4,3.6,6.8,8.4,88.2,82.2,0.4596,0.43079999999999996,33.4,39.6,0.31320000000000003,0.35439999999999994,26.4,22.2,0.641,0.7908000000000001,47.2,41.6,19.6,17.8,14,16
22100874,2022-02-16,1610612753,1610612737,0.4,0.2,105.8,106.8,114.6,109.6,25.4,23.4,3.6,4.6,6.4,8.6,84.4,89.6,0.44980000000000003,0.4306,33.6,33.8,0.3214,0.3264,22.8,21.2,0.8379999999999999,0.892,40.8,43.4,19.4,21,14.8,12
22100882,2022-02-16,1610612756,1610612745,1,0.2,120.4,104.6,105.8,118.4,32.4,21.2,3.4,3.8,8.2,7.2,91.6,87.4,0.5256000000000001,0.41640000000000005,30.4,38.4,0.352,0.3484,18.4,25,0.7192000000000001,0.7346,46,39.6,16.8,19.2,11.2,14.6
22100879,2022-02-16,1610612763,1610612757,0.8,0.4,114.6,107.6,106.2,108.8,25,22.8,7.2,4.4,10.2,8,93.2,88.4,0.48580000000000007,0.4635999999999999,27.2,40.2,0.3564,0.3668,18.8,16.4,0.7804,0.7125999999999999,49.2,44.8,17.4,20.6,14,13.8
22100877,2022-02-16,1610612752,1610612751,0.4,0,109.6,106,109.4,117.8,24.6,21.2,7.2,5.6,7.4,8.6,88.8,89.4,0.43099999999999994,0.44639999999999996,39,33.8,0.337,0.3416,26.4,19.4,0.7778,0.7557999999999999,50.2,40.2,21.4,19,14.8,10.2
22100876,2022-02-16,1610612754,1610612764,0.2,0.4,117.6,104.6,121.2,112,26.8,25,3.8,5.2,5.4,4,95.8,86.4,0.4766,0.4464,34.2,27.8,0.42560000000000003,0.3536,16.4,22,0.7648,0.7914000000000001,45,44.8,19.2,15.6,13.8,12.4
22100881,2022-02-16,1610612760,1610612759,0.2,0.4,102.8,114.2,106.4,115,23.8,28.4,4,3.6,9.2,8.6,90,94.8,0.4196,0.4746,42.4,31.8,0.31579999999999997,0.36679999999999996,17.8,16,0.7802,0.8029999999999999,46.4,39.4,17.2,17.4,14.8,10
22100878,2022-02-16,1610612741,1610612758,0.6,0.2,118.4,103.8,115.6,112.8,23.2,23.2,3,3.2,5,8,87,82.8,0.5126000000000001,0.4608,26.4,33.4,0.36060000000000003,0.3346,22.8,22.4,0.8480000000000001,0.7632000000000001,46.2,37.8,18,19.4,12.2,15.4
22100875,2022-02-16,1610612738,1610612765,1,0,115.2,99.8,94.2,114.6,26.4,23.6,6.2,5.6,8.4,6.4,90,85.8,0.4702,0.4208,39.6,28.6,0.35459999999999997,0.3228,21.6,24.8,0.7908000000000001,0.7614,52.2,42.2,16.6,23.6,12.8,14
22100880,2022-02-16,1610612750,1610612761,1,0.8,127.2,113.6,114.2,107.8,30,19.4,6.6,4.6,9.2,8.8,94.8,90.6,0.48480000000000006,0.4554,39.8,35.8,0.3974,0.384,27.6,22.6,0.774,0.7906,47.6,44,19.6,18.6,11.8,12.4
22100883,2022-02-16,1610612744,1610612743,0.8,0.4,118.2,113.4,113.2,111,26.6,28.2,4.4,4.6,7,6.4,89,86,0.4822,0.49160000000000004,41.2,39.2,0.40379999999999994,0.3748,21.2,17.8,0.7939999999999999,0.7844,46,45.6,22.6,18,12.8,15
22100464,2022-02-17,1610612751,1610612764,0.4,0.4,106.8,101.8,109.2,108.6,24.6,24.4,3.8,4.8,5.8,3.8,88.6,87,0.47059999999999996,0.43,29,30.4,0.3482,0.387,18.6,20,0.742,0.7615999999999999,45,45.4,19.6,16.6,15.8,12
22100886,2022-02-17,1610612740,1610612742,0.4,0.6,110,110.2,108.8,107.2,24.8,26.2,6.4,4.4,6.2,7.4,83.4,85.4,0.5054000000000001,0.46820000000000006,33.2,37.4,0.2946,0.3608,18.4,22.2,0.8699999999999999,0.7616,41.8,42.8,23.6,20.4,16,12.4
22100888,2022-02-17,1610612746,1610612745,0.8,0,113.8,105.6,113.8,121,27,21,4.4,4.2,7.2,7.4,87.2,87.6,0.49060000000000004,0.4176,36,38.2,0.41180000000000005,0.3096,18,27.2,0.7254,0.7648000000000001,39.6,40.6,20,21,10.8,16
22100887,2022-02-17,1610612749,1610612755,0.6,0.6,114,107.8,116.6,107.8,24.4,23.4,1.8,4.2,7.8,5.8,86.8,82.2,0.484,0.48819999999999997,36.2,25,0.3274,0.3892,23.2,22.6,0.794,0.8042,42.6,41.2,17.2,21.2,13,12.4
22100885,2022-02-17,1610612766,1610612748,0,0.8,103,111,113.6,97.6,26.4,26.8,3.6,3,7.6,11.2,92.6,81.8,0.40800000000000003,0.4915999999999999,41.4,31.2,0.2884,0.3774,20,22,0.7802,0.876,47.2,41.8,21,22.2,14.6,15.2
22100889,2022-02-24,1610612765,1610612739,0,0.4,107.4,107,122.8,111.2,25,24,5.2,3.4,5.8,7.2,95,83.2,0.4324,0.48460000000000003,34.8,29,0.3008,0.36619999999999997,20.2,20.8,0.758,0.7778,44.2,40.8,24.4,19.8,14.8,14.8
22100894,2022-02-24,1610612757,1610612744,0.4,0.6,103,109,110.8,111.2,23.8,24.6,4,4,8,9.4,90,84.4,0.4356,0.4596,37.6,42.6,0.294,0.3942,18.6,17.6,0.7405999999999999,0.825,46.6,40,17.8,19.4,13.8,14.6
22100892,2022-02-24,1610612750,1610612763,0.8,1,118.2,126.6,109.8,111.4,29.8,31,6.6,5,8.2,8.8,91.8,97.8,0.45840000000000003,0.4808,41.8,35,0.3574,0.374,27.2,29.4,0.751,0.6698,48.6,55.8,19.8,22.4,13.4,12.4
22100891,2022-02-24,1610612741,1610612737,0.8,0.4,121.8,109.2,115.4,106.6,24,22.8,2.6,4.6,6,8.8,89.6,91.8,0.5164,0.4344,27,32.8,0.3896,0.35120000000000007,21.6,20.8,0.8610000000000001,0.8757999999999999,48,46,17.4,19.6,13.2,11
22100893,2022-02-24,1610612760,1610612756,0.2,0.8,102,111.2,107,106.8,23.6,25.6,4.2,5.2,8.6,7,92.6,90.8,0.4149999999999999,0.4824,39.8,27.8,0.3134,0.3068,16.8,20.4,0.767,0.7514,47.6,47.8,18,18.8,14.2,9.8
22100890,2022-02-24,1610612751,1610612738,0.2,1,103.4,117.2,111.6,90.2,22.4,28.6,3.8,8,6,5.4,89.6,87,0.4418,0.5094000000000001,31.2,40,0.333,0.3702,20,17.6,0.6954,0.7786000000000001,44.6,51.2,19.4,18.4,15.8,14
22100895,2022-02-24,1610612758,1610612743,0.6,0.4,120.4,109.6,118,114.2,27.2,25.8,5.8,4.2,6.6,5.8,87.2,86.6,0.49860000000000004,0.46580000000000005,31.2,37.8,0.38239999999999996,0.3456,27.4,20,0.8099999999999999,0.8064,43.8,47,17.2,18.6,14,16.8
22100896,2022-02-25,1610612766,1610612761,0,0.8,104.2,113,115.4,106,26.4,19.4,4,4.2,7,8.8,93.2,90.4,0.4053999999999999,0.46099999999999997,41.2,33.6,0.2708,0.348,23.6,23,0.7368,0.8071999999999999,48.4,45,22.2,19.8,15.4,13.4
22100903,2022-02-25,1610612762,1610612742,1,0.6,119.6,112.8,98.2,113.8,26.8,23.8,6,5,7.4,6.8,89,83.6,0.48900000000000005,0.47240000000000004,43.6,39,0.3594,0.4058,20.8,24,0.8308,0.7806000000000001,50.8,40,18.8,21,14.2,11.2
22100904,2022-02-25,1610612747,1610612746,0.6,0.2,109.4,105,110.4,113.8,25.8,24.6,6.8,5.4,7.2,8.4,88.2,89,0.4666,0.46699999999999997,33.2,31,0.3094,0.3382,26.2,16.4,0.6464000000000001,0.7055999999999999,47,40,19.4,17.8,13.8,13
22100902,2022-02-25,1610612756,1610612740,1,0.6,122.2,108.2,108,104.6,31.6,26.4,3.8,5.8,9,7.8,89.4,81.8,0.529,0.4800000000000001,28.8,26.8,0.3416,0.3258,23.2,26.8,0.7470000000000001,0.8154,45.2,41.4,18.4,20.2,11.8,13.2
22100897,2022-02-25,1610612754,1610612760,0.2,0.4,115.8,102.8,119.6,107,26.6,23.6,4,5.2,6.6,7.2,93.4,89.6,0.4798,0.4274,32.4,35.4,0.36899999999999994,0.3032,19.8,21.2,0.7624000000000001,0.7312000000000001,43,46.8,19.6,17.8,13.6,12.8
22100898,2022-02-25,1610612753,1610612745,0.4,0,107.2,107.2,118.4,128.4,24.2,21.8,4,4,5.2,7,87.2,88,0.4452,0.42460000000000003,34.8,38.6,0.3334,0.3226,21,27,0.868,0.7422000000000001,42,39.8,18.6,22,14.8,17.4
22100899,2022-02-25,1610612764,1610612759,0.4,0.6,101.2,115,109,113.2,23,28.8,3,4.4,8.8,8,84.6,94.4,0.4492,0.47240000000000004,30.6,31.2,0.2882,0.3554,19.8,18.8,0.8166,0.7916000000000001,38.6,42.2,18.6,17.4,12.6,10.6
22100900,2022-02-25,1610612752,1610612748,0.4,1,112.6,112,111.2,97,24.8,27.8,8,3.8,7.6,10.4,90.4,86.6,0.4426,0.47459999999999997,40,34.8,0.364,0.38239999999999996,22.8,21.6,0.8221999999999999,0.8304,49.4,45.4,20.6,21.8,13.8,14.8
22100901,2022-02-25,1610612750,1610612755,0.8,0.6,116.8,110.6,111.4,112.2,28,22.8,8.4,3.6,7.2,5.2,92.6,84,0.44060000000000005,0.487,44,25.4,0.3498,0.3786,28.6,23.8,0.7203999999999999,0.8221999999999999,49,41.8,22.2,21.4,12.6,11.8
22100907,2022-02-26,1610612739,1610612764,1,0.4,101.2,104.8,91.8,109.2,25,25,4,5,8.2,5.6,83.6,86,0.4426,0.45899999999999996,32.4,29.4,0.37520000000000003,0.4112,20.6,18.4,0.742,0.7657999999999999,46,42.2,18,16.6,13.8,12.6
22100909,2022-02-26,1610612741,1610612763,1,0.8,119.4,125.4,111.6,113.6,23.6,30,3.8,5.4,5.6,8.4,88.4,97,0.5184,0.47219999999999995,27.2,33.4,0.3718,0.35,20.8,32.8,0.8434000000000001,0.6756,48.6,57.4,17.8,23,13.2,13.4
22100911,2022-02-26,1610612743,1610612758,0.8,0.2,119.8,107.2,110.8,117.2,28.8,23.2,2,3.4,7.2,8,86,83.2,0.5012,0.47539999999999993,37.4,32.4,0.3858,0.346,23,22.8,0.8258000000000001,0.775,44.8,36.4,19.6,18,15,15.4
22100906,2022-02-26,1610612737,1610612761,0.6,0.6,120.4,108.4,117,110.8,28.4,18.8,4.4,4,7.8,8.2,87.6,90.4,0.5105999999999999,0.4514,36.2,31.2,0.42800000000000005,0.3144,19.2,21.8,0.8215999999999999,0.7892,42.8,42,20.6,18.2,14.2,13.2
22100910,2022-02-26,1610612749,1610612751,0.4,0.2,113.4,108,119.6,116.6,23,21,1.8,3.4,6.6,8.2,88,92.2,0.48020000000000007,0.4366,36.4,35.6,0.3258,0.34240000000000004,22.6,21.2,0.777,0.7203999999999999,42,42.4,16.8,19,11.8,9.4
22100905,2022-02-26,1610612765,1610612738,0.2,1,108.4,121.6,121.2,92,25.4,28,6.2,7.2,6,6,95.4,87.8,0.4162,0.5114,35.2,40.2,0.3156,0.383,23,20.8,0.7793999999999999,0.7996000000000001,47,52.2,24.2,18.6,13.2,13.8
22100908,2022-02-26,1610612748,1610612759,0.6,0.8,113,128,110.4,122.8,24.6,31,3,4.2,6.6,7.6,87,95.6,0.4593999999999999,0.5042,35.4,30.4,0.35940000000000005,0.369,25,25.2,0.836,0.8044,50,43,23.2,18.4,17.8,11.4
22100912,2022-02-27,1610612752,1610612755,0.2,0.8,110.6,117.6,113.8,109.2,23.4,25,7.4,3,7.2,5.4,87.2,83.2,0.4368,0.508,40.8,28,0.3452,0.42219999999999996,26.2,26,0.7982,0.8208,48,41.8,22.2,20.8,14.8,11.8
22100918,2022-02-27,1610612757,1610612743,0.4,0.6,103.4,112.2,118,110.2,23.4,26.4,4,4.2,7.6,6.8,85.6,86,0.43479999999999996,0.492,38,36,0.309,0.3678,22.4,18.4,0.7661999999999999,0.7978,42.2,45.6,20,20,15,17.8
22100917,2022-02-27,1610612744,1610612742,0.6,0.6,116.6,116.2,113.6,110.6,25.6,24.8,4.8,4.8,8,6.8,90,83,0.4782,0.4974,40.8,38.8,0.346,0.44299999999999995,21.8,22,0.7846,0.7806000000000001,44,38.2,22.2,21.8,11.2,11.4
22100916,2022-02-27,1610612745,1610612746,0.2,0.4,112,102.8,122,109.8,25.6,24.6,4,6,6.2,8.6,82.2,86.4,0.4772,0.472,41.4,27.4,0.3486,0.34700000000000003,27.8,17.6,0.6898000000000001,0.6732000000000001,37.2,41.2,21.4,18.6,17.4,14.4
22100913,2022-02-27,1610612756,1610612762,0.8,0,118.4,103.4,109.2,112,31,18.6,4.6,3.6,8.6,9.4,90.6,81.4,0.5062,0.44980000000000003,30.6,37,0.3306,0.3688,21.8,21.2,0.7292,0.7842,45.2,41,20,18,11.4,15.4
22100919,2022-02-27,1610612747,1610612740,0.6,0.8,109,110.2,109.2,101.6,24.8,25.4,6.8,5.2,8,8.8,88.8,82.6,0.46159999999999995,0.471,32.6,28.2,0.2962,0.2992,26.8,29.8,0.6544000000000001,0.8380000000000001,48.4,44.2,19.2,18.8,14,13.8
22100915,2022-02-27,1610612766,1610612765,0.2,0.2,112,100,113.2,113.4,28.6,23.6,4.4,4.8,8.2,7.4,94.8,89.4,0.4391999999999999,0.40120000000000006,42,28.8,0.2902,0.35359999999999997,22.2,23.6,0.7452,0.7468,48.8,44.8,22.4,21.2,15,13
22100914,2022-02-27,1610612754,1610612738,0.2,1,117.2,123.8,121.6,94.2,27.8,29.6,6,6.6,6.8,6.2,94,89,0.487,0.5166,33.4,39.8,0.35699999999999993,0.39580000000000004,19.6,20,0.7414,0.8286,44,48.6,19.6,19.4,14.8,13
22100923,2022-02-28,1610612763,1610612759,0.8,0.6,121.4,126.6,108.4,125.2,25.2,30.2,7.4,3.6,10.6,6.4,92.4,95.6,0.49640000000000006,0.5042,27,30.2,0.3846,0.3468,24.6,24.8,0.7886,0.7908000000000001,48.8,44,19.4,20.4,13,13
22100924,2022-02-28,1610612749,1610612766,0.4,0.4,118,127.8,117.6,121.8,23.2,29.4,1.2,4,6.2,10,88,92.2,0.49060000000000004,0.49260000000000004,38,38.2,0.34340000000000004,0.36540000000000006,25.8,30.4,0.7632,0.7388000000000001,44.2,46.4,20,24.2,11.8,14.6
